"Id","Name","Name pt-PT","Card Text"
100904,Heart of the City,Coração da Cidade,"Ação com +1 de furtividade.
[pre] Coloque esta carta neste vampiro. Este vampiro recebe +1 de sangrar. Um vampiro só pode ter um Coração da Cidade.
[PRE] Como acima, mas este vampiro recebe +2 de sangrar."
100902,Heart of Darkness,Coração das Trevas,"[ser] Coloque essa carta neste vampiro. Este vampiro trata dano agravado como dano normal. Qualquer servo pode queimar essa carta como uma ação (D).
[SER] Como acima, e esse vampiro pode previnir 1 de dano a cada combate."
100903,Heart of Nizchetus,Coração de Nizchetus,"Única.
Se o portador estiver pronto durante sua fase de destravar, você pode comprar até 3 cartas e em seguida mover o mesmo número de cartas de sua mão para a base de sua biblioteca."
100345,Choir,Coro,"Ação com +1 de furtividade.
[mel] Coloque essa carta em jogo. Queime essa carta durante sua fase de influência.
[MEL] (D) Sua presa queima 2 de recurso para cada Coro que você controla (não contando este). Queime todas as cartas de Coro que você controla."
101735,Shadow Body,Corpo de Sombras,"[obt] Golpe: fim de combate.
[OBT] Como acima, e se este vampiro foi bloqueado durante a realização de uma ação que não seja política ou de sangrar, a ação continua como se não tivesse sido bloqueada."
100230,Body Flare,Corpo Flamejante,"[pro] Golpe: 2 de dano agravado.
[PRO] Golpe: 2Di de dano agravado"
102047,Tunnel Runner,Corredor de Túneis,"Lobisomem com 3 de vida. 1 de força, 1 de sangrar.
O Corredor pode jogar cartas que requerem Animalismo [ani] como um vampiro e pode queimar 1 de vida para receber +1 de furtividade. Se ele sangrar com sucesso, você pode olhar a mão do Matusalém alvo. Um vampiro roubando vida do Corredor recebe 1 de dano para cada ponto roubado. Se o corredor tiver 2 ou menos de vida durante sua fase de destravar, ele recebe 1 de vida."
100430,Corruption,Corrupção,"Ação com +1 de furtividade.
(D) Coloque um contador de corrupçao em um servo controlado por sua presa. Se o número de contadores naquele servo exceder sua capacidade ou custo, você pode queimar aqueles contadores para roubar aquele servo."
101340,Owl Companion,Coruja Companheira,"Animal com 1 de vida.
[ani] Enquanto o empregador estiver em combate, o controlador do servo oponente joga com a mão aberta.
[ANI] Como acima, mas Coruja Companheira possui 2 de vida."
101550,Raven Spy,Corvo Espião,"Animal. 1 de vida.
[ani] O empregador recebe +1 de percepção.
[ANI] Como acima, mas o Corvo Espião tem 2 de vida."
100301,Carrion Crows,Corvos Carniceiros,"Somente utilizável antes da distância ser determinada. Um vampiro pode jogar somente uma Corvos Carniceiros por combate.
[ani] O servo oponente recebe 1Di de dano ambiental em cada rodada deste combate durante a resolução normal de golpe.
[ANI] Como acima, mas com 2Di de dano ambiental."
101326,Opium Den,Covil do Ópio,"Local. Única.
Você pode travar esta carta para dar a um Ministro que você controla +1 de furtividade."
102246,Childe of the Revolution,Cria da Revolução,"Ação com +1 de furtividade. Requer um barão não-estéril.
Coloque esta carta em jogo. Ela se torna um vampiro Anarquista não-único com 1 de capacidade do mesmo clã que este vampiro agente e que tem que caçar neste turno. Você pode buscar em sua biblioteca (embaralhe em seguida), mão e/ou pilha de cinzas por uma carta mestre de Disciplina e colocá-la neste novo vampiro."
100440,Create Gargoyle,Criar Gárgula,"Ação com +1 de furtividade. Requer um vampiro não-estéril.
Coloque esta carta em jogo; ela representa um Gárgula escravo com 2 de capacidade da mesma seita e escravizado ao clã do vampiro agente com Visceratika [vis] e vôo [FLIGHT] básicas. Você pode procurar em sua mão, biblioteca e/ou pilha de cinzas por uma carta mestra:Disciplina e colocá-la neste gárgula. Mova até 3 de sangue do vampiro agente para este Gárgula. Este Gárgula não pode agir neste turno."
100346,Chronicle of the Lost Tribe,Crônica da Ultima Tribo,"Ação com +1 de furtividade. Requer um vampiro da Mão Negra. Única.
Coloque essa carta em jogo. Você recebe +1 de tamanho de mão. Qualquer vampiro com capacidade maior que 4 pode roubar essa carta para seu controlador ou controladora como uma ação (D)."
101657,Rubicon,Cruzar os Limites,"Ação com +1 de furtividade. Requer um vampiro titulado.
(D) Queime um vampiro não-titulado mais jovem que queimou um de seus vampiros não-lista vermelha desde seu ultimo turno."
102241,Mithraic Cultist,Cultista Mithraico,"Trivial.
Coloque esta carta em um vampiro que você controla que não seja Mithras. Este vampiro é um membro dos Mistérios Mithraicos. Este vampiro recebe +1 voto enquanto você controlar Mithras. Este vampiro recebe +1 de percepção durante ações diretas a Mithras ou a um membro ou carta dos Mistérios Mithraicos. Um vampiro só pode ter um Cultista Mithraico."
100410,Consanguineous Boon,Dádiva Consanguínea,"Dádiva.
Escolha um clã. Se o referendo for aprovado, cada Matusalém ganha 1 de recurso para cada vampiro que controla do clã escolhido."
101103,Life Boon,Dádiva de Vida,"Fora do turno. Dádiva.
Ceda recursos para um Matusalém sem recursos para mantê-lo na partida e coloque esta carta em jogo. Durante cada uma de suas fases de destravar, você pode roubar 1 de recurso daquele Matusalém. Você ganha o primeiro ponto de vitória ganho por aquele Matusalém ao invés dele, queime essa carta após você ganhar 1 ponto de vitória através dela ou caso você seja eliminado."
102185,Wind Dance,Dança do Vento,"[tha] Golpe: esquiva.
[THA] Golpe: esquiva com 1 golpe adicional: esquiva nesta rodada."
100260,Brujah Debate,Debate Brujah,"Coloque esta carta em jogo. Durante a fase de mestre de cada Matusalém, ele ou ela trava um de seus Brujah controlados de maior capacidade (se houver). Cada Brujah recebe +1 de força e 1 manobra opcional a cada combate. Qualquer servo que não seja Ventrue pode queimar esta carta com uma ação (D)."
100961,Imperial Decree,Decreto Imperial,"Requer um justicar ou membro do Círculo Interno pronto. Ação com +1 de furtividade.
Coloque essa carta em jogo. Como uma ação (D), qualquer vampiro Camarilla pode entrar em combate com um vampiro não-camarilla controlado por outro Matusalém. Qualquer vampiro pode queimar essa carta como uma ação (D); vampiros não-Camarilla recebem -1 de furtividade quando tentam essa ação."
100517,Defender of the Haven,Defensor do Refúgio,"Ação com +1 de furtividade.
Coloque esta carta em um Gárgula escravo com capacidade maior que 4. Este Gárgula recebe +2 de percepção contra ações (D). Um Gárgula só pode possuir um Defensor do Refúgio."
100518,Deflection,Deflexão,"Somente utilizável se um servo estiver sangrando você, depois que os bloqueios forem declinados.
[dom] Trave este vampiro reagente. Mude o alvo da ação de sangrar para outro Matusalém que não seja o controlador do servo agente (este novo Matusalém pode tentar bloquear).
[DOM] Como acima, mas não trave este vampiro."
100521,Dementation,Demência,"Disciplina.
Coloque esta carta em um vampiro. Este vampiro recebe +1 nível de Demência [dem] e +1 de capacidade. Não pode ser colocado em um vampiro com Demência superior [DEM]."
101772,Show of Force,Demonstração de Força,"[pot][pre] (D) Sangre com +1 de sangrar. Se esta ação for bloqueada, antes da distância ser determinada na primeira rodada do combate resultante, este vampiro pode receber +1 de força naquele combate.
[POT][PRE] Como acima, mas com +2 de sangrar e este vampiro pode receber +2 de força."
100709,FBI Special Affairs Division,Departamento de Assuntos Especiais do FBI,"Governo.
Se um aliado for queimado em combate contra um vampiro agente, coloque 1 contador nesta carta e inflija ao vampiro agente 2 de dano ambiental que não pode ser prevenido depois do término do combate. Se esta carta possuir 4 contadores, queime-a."
100526,Depravity,Depravação,"Mestre, única.
Coloque esta carta em um vampiro pronto que você controla. Este vampiro tem +1 de força e ganha +1 de furtividade em ações de diablerie. Este vampiro não pode recrutar aliados ou empregar lacaios."
100344,Chiropteran Marauder,Depredador Quiróptero,"[vic] Manobra.
[VIC] Queime 1 de sangue para fazer com que o dano dos golpes de mão deste vampiro sejam agravados nesta rodada."
100492,Daring the Dawn,Desafiando o Amanhecer,"[for] Vampiros não podem bloquear esta ação. Este vampiro recebe 2 de dano ambiental agravado não prevenível após a resolução da ação.
[FOR] Como acima, mas este vampiro recebe 1 de dano ambiental agravado não prevenível."
100570,Domain Challenge,Desafio pelo Domínio,Referendo bem-sucedido significa que cada Matusalém queima 1 de recurso para cada servo travado que ele ou ela controla.
100549,Disarm,Desarmar,"Somente utilizável se a distância for curta ao final de uma rodada de combate em que este vampiro infligiu com sucesso mais dano que o vampiro oponente. Não pode ser usada por um vampiro sendo queimado ou indo para torpor.
[pot] Coloque esta carta no vampiro oponente e envie aquele vampiro para torpor. O vampiro com esta carta possui -1 de força. Ele ou ela pode queimar esta carta queimando 3 de sangue. Um vampiro pode possuir apenas um Desarmar.
[POT] Como acima, mas o vampiro com esta carta possui -2 de força."
100596,Dust to Dust,Desavença,"[obf] Press, only usable to end combat.
[thn] Strike: dodge, with an optional press.
[THN] As [thn] above, with an optional maneuver."
100597,Dust Up,Desavença,"Requer um Anarquista.
[ani] Golpe: golpe de mão com +1 de dano. Este golpe não pode ser esquivado.
[cel] Golpe: esquiva, com 1 golpe adicional (limitado).
[pot] Golpe: golpe de mão com +2 de dano."
102076,Unleash Hell's Fury,Desencadear a Fúria do Inferno,"Ação com +1 de furtividade. Requer um vampiro infernal. Única.
[dai] Coloque esta carta em jogo. Esta carta pode tentar bloquear uma ação direta contra você (ou a uma carta que você controla) e é considerada um vampiro infernal de capacidade 9 com +2 de percepção durante essa tentativa; se for bem-sucedida, o servo agente recebe 1 de dano ambiental agravado não prevenível e esta carta é queimada.
[DAI] Como acima, e destrave este vampiro."
102057,"Uncoiling, The","Desenrolar, O","Não reponha enquanto esta carta permanecer em jogo.
Durante sua fase de descarte, queime aleatoriamente qualquer outro evento. Matusaléns podem gastar uma ação da fase de descarte e queimar X de recursos para queimar esta carta, onde X é a quantidade de outros eventos em jogo."
102079,"Unmasking, The","Desmascarar, O","Gehenna. Não a reponha até sua próxima fase de descarte.
Aliados recebem +1 de percepção contra vampiros."
101225,Misdirection,Desorientação,Trave qualquer servo.
100797,Funeral Wake,Despertando no Velório,"Utilizável por um vampiro travado.
[nec] Destrave um aliado múmia, aparição ou zumbi que você controla.
[NEC] Destrave até dois aliados múmias, aparições e/ou zumbis que você controla."
102137,Wake with Evening's Freshness,Despertar com o Anoitecer,"Somente utilizável por um vampiro travado. Não a reponha até sua fase de destravar.
Este vampiro desperta (ignore o requisito de estar destravado para jogar cartas de reação e tentar bloquear até o final da ação)."
100073,Antediluvian Awakening,Despertar do Antediluviano,"Única.
Coloque esta carta em jogo. Durante a fase de destravar de cada Matusalém, aquele Matusalém queima 1 de recurso, ou então queimar um vampiro que controlam de capacidade 4 ou mais para queimar esta carta."
100760,Forced Awakening,Despertar Forçado,"Somente utilizável por um servo travado.
Este servo desperta (ignore o requisito de estar destravado para jogar cartas de reação e tentar bloquear até o final da ação). Este vampiro queima 1 de sangue se não bloquear essa ação antes de sua resolução."
101692,Scorn of Adonis,Desprezo de Adônis,"Somente utilizável durante a etapa de votação de uma ação política.
Qualquer Matusalém que tenha declarado (incluindo seus vampiros) pelo menos 1 voto ou sub-voto contra no referendo queima 1 de recurso assim que o resultado for apurado."
101001,Into Thin Air,Desvanecer no Ar,"Não reponha até a sua fase de destravar.
[obf] +1 de furtividade. Uma vez durante esta ação, este vampiro pode queimar 1 de sangue para conceder -1 de percepção a um aliado ou vampiro mais jovem. Desvanecer no Ar e /Perdido na Multidão/ não podem ambas serem jogadas na mesma ação.
[OBF] Como acima, mas com +2 de furtividade."
100563,Diversion,Desvio,"Requer um Anarquista pronto.
[cel] Golpe adicional (limitado).
[for] Previna 2 de dano.
[tha] Golpe a distância: roube 1 de sangue com 1 manobra opcional"
101949,Telepathic Misdirection,Desvio Telepático,"[aus] +1 de percepção.
[AUS] Somente utilizável se um servo estiver sangrando você, depois que os bloqueios forem declinados. Trave este vampiro reagente. Mude o alvo da ação de sangrar para outro Matusalém que não seja o controlador do servo agente (este novo Matusalém pode tentar bloquear)."
100536,Deviki Prasanta,Deviki Prasanta,"Carniçal unico com com 2 de vida. 1 de força, 0 de sangrar.
Se Deviki esta pronta durante sua fase mestra, você pode travá-la para buscar em sua biblioteca (embaralhe após) e/ou pilha de cinzas por uma carta mestra de disciplinas e colocá-la em uma Assamita pronto que você controla."
100605,Eat the Rich,Devore os Ricos,"Requer um Anarquista.
Escolha um ou mais Matusaléns. Se o referendo for bem-sucedido, cada Matusalém escolhido queima 1 de recurso, mais 3 recursos adicionais se ele controlar um vampiro pronto titulado. Neste referendo, titulos valem -1 voto ou sub-voto e queimar a Vantagem vale +1 voto."
100541,Día de los Muertos,Día de los Muertos,"Somente uma Día de los Muertos pode ser jogada por jogo.
O primeiro referendo que um vampiro do Sabá que você controla convocar neste turno, é aprovado automaticamente (pule a etapa de votação)."
100552,Disciple of Lazarus,Discípulo de Lázaro,"Ação com +1 de furtividade.
Adicione 2 de sangue a um Precursor do Ódio mais jovem em sua região não controlada ou procure na sua cripta por qualquer Precursor do Ódio, revele-o e mova-o para sua região não controlada (embaralhe em seguida)."
100157,Bewitching Oration,Discurso Fascinante,"Somente utilizável durante a etapa de votação de uma ação política.
[pre] Este vampiro obtém +2 votos.
[PRE] Este vampiro obtém +4 votos."
102214,Protected District,Distrito Protegido,"Requer um primogênito. Somente utilizável durante uma ação de sangrar contra você ou durante a etapa de votação de uma ação política.
Reduza em 3 o sangrar ou este vampiro obtém +3 votos contra no referendo."
100661,Escaped Mental Patient,Doente Mental Fugitivo,"Mortal com 1 de vida. 1 de força, 0 de sangrar.
O Paciente Insano Fugitivo pode entrar em combate com qualquer servo controlado por outro Matusalém como uma ação (D). O Paciente pode golpear: golpe de mão com +1 de dano, agravado. Queime-o no fim de combate se ele o fizer."
102220,Double Deuce,Dois-Dedos-Pra-Você,"Lobisomem. Única. 3 de vida, 1 de força e 1 de sangrar.
Dois-Dedos-Pra-Você recebe +1 de furtividade. Se Dois-Dedos-Pra-Você tem 2 ou menos de vida durante sua fase de destravar, ele ganha 1 de vida."
100365,Clotho's Gift,Dom de Clotho,"Ação com +1 de furtividade.
[obf] Mova a carta do topo de cripta para sua região incontrolada.
[tem] Mova 2 de sangue do banco de sangue para um vampiro mais jovem em sua região incontrolada.
[TEM] Coloque essa carta no vampiro agente. Começando no seu próximo turno, uma vez em cada uma de suas fases de servo, esse vampiro pode queimar 1 de sangue para destravar."
100572,Dominate,Dominação,"Disciplina.
Coloque esta carta em um vampiro. Este vampiro recebe +1 nível de Dominação [dom] e +1 de capacidade. Não pode ser colocado em um vampiro com Dominação superior [DOM]."
100573,Dominate Kine,Dominar o Rebanho,"[dom] Ação com +1 de furtividade. (D) Sangre com +1 de sangrar.
[DOM] (D) Roube um local controlado por outro Matusalém."
100577,"Dr. Marisa Fletcher, CDC","Dr. Marisa Fletcher, CDC","Governo.
Durante sua fase de destravar, adicione dois contadores nesta carta do banco de sangue. Quando um vampiro com capacidade menos que X é bloqueado enquanto estiver caçando, onde X é o número de contadores nesta carta, queime o vampiro e todos os contadores nesta carta."
100579,Draeven Softfoot,Draeven Pésmacios,"Fada unica com 1 de vida. 1 de força, 0 de sangrar.
Draeven pode travar para previnir 1 de dano infligido em combate em um Kiasyd. Cartas que requerem Quimerismo [chi] não pode ser jogadas enquanto ele estiver agindo, bloqueando, ou em combate, e não podem tê-lo como alvo."
101217,Minion Tap,Drenar o Servo,Mova qualquer quantidade de sangue de um dos vampiros que você controla para os seus recursos.
100593,Duma Rafiki,Duma Rafiki,"Animal com 2 de vida.
Durante a resolução de golpes, se a distância é curta, este lacaio queima uma arma controlada pelo servo oponente ou inflige 1 de dano no servo oponente."
102219,Deep Ecology,Ecologia Profunda,"Requer um Anarquista.
[ani] Somente utilizável durante uma ação direta contra você (ou a uma carta que você controla) +2 de percepção.
[for] Reduza em 2 um sangrar contra você.
[pro] Somente utilizável por um vampiro travado. Este vampiro queima 1 de sangue para destravar."
100609,Ecoterrorists,Ecoterroristas,"Local. Única.
Durante sua fase de influência, você pode travar esta carta para adicionar 1 de sangue a um Gangrel em sua região não controlada."
100626,Elephant Guardian,Elefante Guardião,"Animal com 3 de vida. Requer um Laibon pronto.
Quando este servo está em combate com um servo agente, o servo agente recebe 2 de dano durante a resolução de golpes a cada round se a distância for curta. Um servo só pode possuir um Elefante Guardião."
100632,Elysium: The Palace of Versailles,Elísio: O Palácio de Versalhes,"Local. Única.
Durante a etapa de votação de uma ação política, você pode travar esta carta para conceder a cada vampiro Camarilla titulado pronto que você controla +1 voto."
101321,On the Qui Vive,Em Estado de Alerta,"Somente utilizável por um servo travado. Um servo pode jogar somente uma Em Estado de Alerta entre suas fases de destravar.
Este servo desperta (ignore o requisito de estar destravado para jogar cartas de reação e tentar bloquear até o final da ação). Se este servo for um aliado, não o destrave normalmente durante a próxima fase de destravar."
100967,In Memory of the Two Lands,Em Memória das Duas Terras,"Única.
Coloque esta carta em jogo com 1 contador para cada Seguidor de Set e múmia que você controla. Durante uma ação, você pode queimar 1 contador desta carta para dar a uma múmia que você controla +1 de sangrar ou +1 de força. Queime esta carta se ela não possuir contadores."
100046,Ambush,Emboscada,(D) Entre em combate contra um servo travado. Este servo agente recebe 1 manobra opcional durante este combate.
100065,Ancilla Empowerment,Empoderamento dos Ancillae,"Se o referendo for aprovado, cada Matusalém queima 1 de recurso para cada servo que controla."
100594,Dummy Corporation,Empresa Fantasma,"Local único.
Você pode queimar esta carta se um servo estiver sangrando você para reduzir o total do sangrar em 2. "
101401,Piper,Encantador,"Requer um Anarquista pronto.
Trave um Anarquista destravado e pronto que você controla. Este Anarquista recruta ou emprega um lacaio ou aliado de sua mão (requerimentos e custo se aplicam normalmente). Isto não é uma ação e não pode ser bloqueado."
100058,Anarch Troublemaker,Encrenqueiro Anarquista,"Única.
Coloque esta carta em jogo. Durante sua fase de destravar, você pode passar para sua presa o controle do Encrenqueiro Anarquista e então travar até dois vampiros que ela controla ou queimar um equipamento em um de seus servos."
101913,Swallowed by the Night,Engolido Pela Noite,"[obf] [ACTION MODIFIER] +1 de furtividade.
[OBF] [COMBAT] Manobra."
101634,Riddle Phantastique,Enigma Fantástico,"(D) Coloque essa carta em um aliado ou vampiro mais jovem que não é um Malkaviano ou Malkaviano antitribu. Coloque X contadores nessa carta, onde X é metade da capacidade do vampiro agente (arredondado para baixo). O servo com essa carta queima 1 contador de enigma ao invés de destravar durante sua fase de destravar. Queime essa carta quando ela não tiver contadores. Você não pode jogar essa carta se outro Enigma Fantástico estiver em jogo."
100369,Coagulated Entity,Entidade Coagulada,"Escolha X outros Irmãos de Snague que você controla que pertencem ao mesmo círculo deste vampiro agente.
[san] (D) Entre em combate com um servo pronto controlado por outro Matusalém. Este vampiro agente tem +X de força e +x de capacidade durante essa ação (se essa ação for bem suscedida). Antes do combate iniciar, cada vampiro escolhido precisa mover 1 de sangue para o vampiro agente ou essa ação é cancelada.
[SAN] como [san] acima, e esse vampiro pode previnir até X de dano durante aquele combate."
100434,Courier,Entregador,"Mortal com 1 de vida. 0 de força, 1 de sangrar.
Entregador recebe -1 de percepção quando tenta bloquear um vampiro. Quando um servo que você controle sanguar com suscesso, você pode olhar a carta no topo da biblioteca do Matusalém sendo sangrado, você pode travar o Entregador para descartar aquela carta."
101914,Swarm,Enxame,"Animal com 1 de vida. Requer um Laibon pronto.
Ponha o enxame em qualquer servo pronto (empregar o Enxame é uma ação (D) com +1 de furtividade se o servo for controlado por outro Matusalém). Se essa ação for bloqueada, ponha o Enxame no servo agente ao invés disso (nenhum custo é pago). Durante a fase de desvirar deste servo, se o Enxame possui mais que 1 de vida, ele queima 1 de vida, se não, ele rouba 1 de sangue deste servo. Um srevo só pode ter um Enxame. "
100655,Epiphany,Epifania,"Mestra única.
Coloque esta carta em jogo. Trave esta carta para mover uma carta de biblioteca da pilha de cinzas de sua presa para esta carta, virada para baixo. Você pode olhar a carta a qualquer momento. Você pode jogar a carta nos Fragmentos como se estivesse jogando de sua mão (requerimentos e custo, se houverem, se aplicam normalmente). Quando aquela carta for queimada, remova-a do jogo. Somente uma carta pode estar nesta carta por vez. Qualquer vampiro com capacidade maior que 4 pode roubar os Fragmentos (e quaisquer cartas nele) para seu controlador como uma ação (D)."
100135,"Barrens, The","Ermos, Os","Local. Única.
Você pode travar esta carta para descartar uma carta (reponha em seguida)."
100658,Erosion,Erosão,"Ação com +1 de furtividade.
[qui] (D) Coloque essa carta em um servo controlado por outro Matusalém. O servo com essa carta tem força 0 e não pode usar armas brancas. Ele pode queimar essa carta com uma ação com +1 de furtividade.
[QUI] Como acima, mas a ação para queimar essa carta não tem +1 de furtividade."
102197,Wrong and Crosswise,Erro Transversal,"[dem] Reduza o sangrar contra você em 2.
[DEM] Somente utilizável durante a etapa de votação de uma ação política. Este vampiro ganha +4 votos contra no referendo."
100391,Conceal,Esconder,"[obf] (D) Queime um equipamento.
[OBF] (D) Queime um local. "
101552,Ravnos Cache,Esconderijo Ravnos,"Local. Única.
Durante sua fase de mestre, você pode mover 1 contador de seus recursos para esta carta e adicionar 1 contador do banco de sangue. Você pode travar esta carta para usar esses contadores para pagar parte ou todo o custo de sangue ou reserva de um equipamento ao equipar um servo."
100286,Camarilla Vitae Slave,Escravo de Vitae Camarilla,"Lacaio. 1 de vida.
Este vampiro recebe +1 de capacidade. Durante a fase de mestre, ele pode escolher uma Disciplina de nível básico que possua e obter +1 nível da Disciplina escolhida até sua próxima fase de mestre."
100808,Gargoyle Slave,Escravo Gárgula,"Aliado com 3 de vida. 2 de força, 0 de sangrar.
Escravo Gárgula não pode usar armas de longo alcance. Gárgula pode previnir um de dano a cada combate. Se Gárgula possuir menos que 3 de vida, ele ou ela pode ganhar 1 de vida como uma ação com +1 de furtividade."
101015,"J. S. Simmons, Esq.",Escudeiro J. S. Simmons,"Mortal. Única. 1 de vida.
O empregador recebe +1 de sangrar."
100876,Hackerspace,Espaço Hacker,"Local.
Esta carta entra em jogo com 1 contador para cada Anarquista que você controla. Depois que um Anarquista entrar em jogo sob seu controle, ou depois que um vampiro que você controla se torna Anarquista, adicione 1 contador a esta carta. Um Anarquista que você controla pode usar estes contadores para pagar parte ou o custo total de sangue ou recursos de um equipamento que ele equipe."
100663,Esprit de Corps,Espírito de Equipe,"Ação com +1 de furtividade. Única.
[pot][pre] Coloque esta carta em jogo e destrave este vampiro. Servos que você controla recebem +1 de força. Queime esta carta durante sua fase de destravar.
[POT][PRE] Como acima, e você pode queimar esta carta para cancelar uma carta de ação que requer Demência [dem], Dominação [dom] ou Presença [pre] que teria como alvo você (ou uma carta que você controla) assim que ela for jogada."
100030,"Ailing Spirit, The","Espírito Enfermo, O","[dom] (D) Sangre com +1 de sangrar.
[obe] (D) Sangre com +1 de sangrar. Vampiros com Demência [dem], mortais e magos recebem -1 de percepção contra esta ação.
[OBE] Ação com +1 de furtividade. (D) Tome o controle de qualquer Malkaviano, Malkaviano antitribu, mortal ou mago até o final do turno."
102107,Vengeful Spirit,Espírito Vingativo,"Aparição. 2 de vida.
O empregador recebe +1 de sangrar. Espírito Vingativo causa 1 ponto de dano ao servo oponente a cada rodada de combate durante a resolução normal de golpe a curta distância."
101055,Kindred Spirits,Espíritos dos Membros,"[dem] (D) Sangre qualquer Matusalém. Ganhe 1 de recurso se o sangrar for bem-sucedido (por 1 ou mais).
[DEM] Como acima, com +1 de sangrar."
101854,Spoils of War,Espólios de Guerra,"Somente utilizável após a resolução de uma ação direta bem-sucedida.
Este vampiro ganha 1 de sangue e você ganha 1 de recurso."
101501,Protection Racket,Esquema de Proteção,"Requer um Anarquista.
+1 de percepção, com +1 de percepção adicional se o vampiro agente for titulado."
100986,Inner Essence,Essência Íntima,"Somente utilizável antes de se determinar a distância. Um vampiro pode jogar somente uma Essência Íntima em cada combate.
[vic] Uma vez durante este combate, esse vampiro pode reduzir em 1 de sangue o custo de uma carta de combate que jogar.
[VIC] Como acima, e este vampiro ganha 1 de sangue."
100100,Art's Traumatic Essence,Essência Traumática da Arte,"Ação com +1 de furtividade.
[aus] (D) Trave qualquer servo destravado.
[mel] (D) Trove qualquer servo destravado, e aquele servo queima 1 de sangue ou vida.
[MEL] (D) Coloque essa carta em qualquer servo pronto destravado e trave-o. O servo com esta carta queima 1 de sangue ou vida adicionais sempre que tentar fazer uma ação ou bloquear. Durante sua fase mestra, o controlador do servo com esta carta pode travar este servo e queimar 1 de recurso para queimar essa carta. Um servo só pode ter uma Essência Traumática da Arte."
102149,Warsaw Station,Estação de Varsóvia,"Local. Única.
Você pode travar esta carta quando um Nosferatu anunciar uma ação não direta; após a resolução da ação, se esta ação tiver sido bem-sucedida, destrave o Nosferatu agente. Você pode queimar esta carta (mesmo que esteja travada) para mover um Nosferatu de torpor para a região pronta."
101417,Political Stranglehold,Estrangulamento Político,"Somente uma Estrangulamento Político pode ser jogada ou convocada durante uma partida.
Se o referendo for aprovado, cada Matusalém ganha 3 de recursos para cada vampiro de capacidade 8 ou mais que controla."
101430,Power Structure,Estrutura do Poder,"Única.
Coloque esta carta em jogo. Durante a etapa de votação de uma ação política, você pode travar esta carta para conceder a cada um dos Lasombra que você controla +1 voto."
101570,Recruitment Exercise,Exercício de Recrutamento,"Ação com +1 de furtividade. Requer um vampiro da Mão Negra.
Compre uma carta de sua cripta e revele-a. Adicione 1 de sangue do banco de sangue a ela se for um vampiro da Mão Negra."
100011,Absimiliard's Army,Exército de Absimiliard,"Gehenna. Requer 1 ou mais outros eventos de Gehenna em jogo. Não reponha até que um Matusalém seja eliminado.
Durante a fase de destravar de cada Matusalém, aquele Matusalém pode colocar a carta do topo de sua biblioteca em jogo (com a face para cima); ela se torna um aliado carniçal sem nome e sem texto com 2 de vida, 2 de força e 1 de sangrar. Depois que este aliado for queimado ou que este evento deixar o jogo, remova o aliado do jogo. Depois que um Matusalém for eliminado, queime esta carta."
100093,Army of Rats,Exército de Ratos,"Ação com +1 de furtividade. [ani] Coloque esta carta em jogo. Durante sua fase de destravar, sua presa queima 1 de recurso. Um Matusalém pode queimar somente 1 de recurso por turno com cartas Exército de Ratos. Servos podem queimar esta carta com uma ação (D)."
100779,Foundation Exhibit,Exibição da Fundação,"Local. Única.
Cada Toreador antitribu não titulado que você controla recebe +1 voto. Qualquer vampiro pode queimar esta carta com uma ação (D) que custa 1 de sangue."
100162,Biothaumaturgic Experiment,Experimento Biotaumatúrgico,"Ação com +1 de furtividade.
[tha] Empregue um lacaio animal de sua mão ignorando os requisitos (pague o custo normalmente).
[THA] Coloque esta carta em um servo que você controla. Este servo recebe 1 manobra opcional a cada combate e +1 de força."
100109,Atonement,Expiamento,"Ação com +1 de furtividade. Requer um vampiro com capacidade 5 ou menos.
Coloque essa carta neste vampiro. Esse vampiro recebe +1 de percepção e não trava para bloquear um vampiro da mesma idade ou mais jovem. Qualquer vampiro pode queimar essa carta como uma ação (D); Seguidores de set recebem -1 de furtividade durante essa ação."
100612,Edge Explosion,Explosão no Limite,"Gehenna.
Requer pelo menos uma outra carta de Gehenna em jogo. Cada imbuído pode ter (e usar) uma carta de poder para qual ele ou ela não cumpra os requerimentos. Um imbuído que execute uma ação bem susscedida pode ganhar 1 convicção [1 CONVICTION] de sua pilha de cinzas. Um imbuído só pode ganhar 1 convicção [1 CONVICTION] desta maneira por turno."
101662,"Rumor Mill, Tabloid Newspaper, The","Fábrica de Boatos, Jornal de Notícias","Local único.
Você pode travar esta carta durante uma ação para escolher um vampiro; o vampiro escolhido pode queimar 1 de sangue para receber +1 de percepção durante esta ação."
101147,Make the Misere,Faça Misérias,"Requer um Anarquista. Mais de uma Disciplina pode ser usada para jogar esta carta. (D) Entre em combate contra um servo travado.
[cel] Este Anarquista recebe 1 manobra opcional durante este combate.
[obf] Esta ação tem +1 de furtividade.
[pot] Este Anarquista recebe +1 de força durante este combate."
102041,True Love's Face,Face do Verdadeiro Amor,"[obf][pre] Somente utilizável durante uma ação de sangrar. +1 de sangrar (limitado).
[OBF][PRE] Somente utilizável quando um servo tenta bloquear. Aquela tentativa falha e o servo bloqueador não pode tentar bloquear esta ação novamente. O controlador do servo bloqueador pode queimar 1 de recurso para cancelar esta carta quando ela for jogada."
