Id,Name,Card Text
102227,Appétit de Marduk,"Seulement utilisable avant l'étape de manœuvre.
[tha] Ce round-ci, ce vampire peut frapper à toute portée : voler 1 point de sang ou de vie (convertie en sang).
[THA] Comme ci-dessus, mais pour 2 points de sang ou de vie (convertie en sang)."
100945,Le Coyote affamé,"Lieu unique.
Les vampires du Sabbat que vous contrôlez reçoivent +1 en chasse."
102228,Marque du chasseur,"[cel][tha] (D) Entrer en combat contre un serviteur. Ce vampire qui agit reçoit 1 poursuite optionnelle durant ce combat.
[CEL][THA] Comme ci-dessus et le serviteur opposé ne peut pas frapper : fin de combat durant le premier round de ce combat."
100959,Prise immortelle,"Prise. Seulement utilisable au contact avant que les frappes ne soient choisies. Un vampire ne peut en jouer qu'un seul exemplaire par round.
[pot] Les frappes qui ne sont pas des frappes à mains nues ne peuvent pas être utilisées ce round-ci (par aucun des combattants).
[POT] Comme ci-dessus, avec 1 poursuite optionnelle. Si un autre round de combat a lieu, ce round-là est au contact (sautez l'étape de manœuvre pour ce round-là)."
100973,Indomptabilité,"[for] Prévenir 1 point de dégâts.
[FOR] Poursuivre, ou prévenir 1 point de dégâts avec 1 poursuite optionnelle."
100984,Autoroute de l'information,"Lieu unique.
+2 transferts."
100986,Essence intérieure,"Seulement utilisable avant l'étape de manœuvre. Un vampire ne peut en jouer qu'un seul exemplaire par combat.
[vic] Une fois durant ce combat, ce vampire peut réduire le coût d'une carte de combat qu'il joue de 1 point de sang.
[VIC] Comme ci-dessus et ce vampire gagne 1 point de sang."
100994,Transformation instantanée,"[cel][pro] +1 en discrétion.
[CEL][PRO] Seulement utilisable après résolution d'une action réussie. Redressez ce vampire. Un vampire ne peut en jouer qu'un seul exemplaire au niveau supérieur par tour."
100995,Réaction instinctive,"Seulement utilisable si un serviteur contrôlé par votre prédateur agit.
[ani] +1 en interception.
[ANI] Comme ci-dessus, avec 1 manœuvre optionnelle durant le combat résultant si ce vampire bloque."
100999,Intimidation,"[pre] (D) Mordre à +1 en morsure.
[PRE] (D) Mordre à +2 en morsure."
101014,Arc d'ivoire,"Arme unique.
Frapper à toute portée : 1 point de dégâts aggravés."
101015,"J. S. Simmons, Esq.","Mortel unique avec 1 point de vie.
Son employeur reçoit +1 en morsure."
101019,Jake Washington,"Unique.
Mettez cette carte en jeu ; elle devient un allié mortel unique avec 1 point de vie, 0 en force et 0 en morsure et ne compte pas comme une carte de maître tant qu'elle est en jeu. Durant votre phase de redressement, vous pouvez brûler Jake pour ajouter jusqu'à 4 points de sang à un vampire disponible qui n'a pas de sang."
101040,Gilet de Kevlar,"Une fois par combat, son possesseur peut prévenir 2 points de dégâts des frappes d'arme à feu ou 1 point de dégâts de n'importe quelle autre source. Un serviteur ne peut en avoir qu'un seul exemplaire."
101048,"Tours de Khobar, al-Khubar","Lieu unique.
Vous pouvez l'incliner durant votre phase de redressement pour retirer un serviteur disponible que vous contrôlez de la partie et gagner X points de réserve, où X est sa capacité ou son coût."
101055,Esprits analogues,"[dem] (D) Mordre n'importe quel Mathusalem. Gagnez 1 point de réserve si la morsure est réussie (pour 1 ou plus).
[DEM] Comme ci-dessus, avec +1 en morsure."
101056,Conflit sur le bétail,"Allouez 4 points entre deux Mathusalems ou plus. Si le référendum passe, chaque Mathusalem brûle 1 point de réserve pour chaque point alloué."
101067,Radio d'informations KRCG,"Lieu unique.
Vous pouvez l'incliner pour donner +1 en interception à un serviteur que vous contrôlez. Vous pouvez l'incliner et brûler 1 point de réserve pour donner +1 en interception à un serviteur contrôlé par un autre Mathusalem."
101070,Le labyrinthe,"Lieu unique.
Vous pouvez l'incliner pour donner +1 en discrétion à un Nosferatu que vous contrôlez."
101073,Ordinateur portable,"Électronique.
Son possesseur reçoit +1 en morsure. Un serviteur ne peut en avoir qu'un seul exemplaire."
101089,Manipulations légales,"[pre] (D) Mordre à +2 en morsure.
[PRE] Comme ci-dessus et gagnez 1 point de réserve si la morsure est réussie (pour 1 ou plus)."
101091,Vampire légendaire,"Unique.
Mettez cette carte sur un vampire de capacité 7 ou plus qui est entré dans votre région disponible durant votre dernière phase d'influence. Ce vampire reçoit +2 en morsure et +2 voix. N'importe quel vampire peut appeler un référendum pour brûler cette carte en action politique à +1 en discrétion."
101102,"Bibliothèque, terrain de chasse","Lieu unique. Terrain de chasse.
Durant votre phase de redressement, un vampire disponible que vous contrôlez peut gagner 1 point de sang. Un vampire ne peut gagner de points de sang que d'un seul terrain de chasse à chaque tour."
101103,Faveur à vie,"Hors-tour. Faveur.
Donnez des points de réserve à un Mathusalem qui n'a plus de points de réserve pour le garder en jeu et mettre cette carte en jeu. Durant chacune de ses phases de redressement, vous pouvez voler 1 point de réserve de ce Mathusalem. Vous gagnez tout point de victoire que ce Mathusalem devrait gagner à sa place, jusqu'à ce que vous soyez éliminé ou jusqu'à ce que vous ayez gagné 1 point de victoire grâce à cette carte. Brûlez cette carte après que vous avez gagné 1 point de victoire grâce à cette carte."
101104,Vivre en ville,"Triviale.
Ajoutez 1 point de sang à un vampire disponible."
102229,Bagarre rangée,"Requiert un Anarch.
[cel] (D) Voler 1 point de réserve d'un autre Mathusalem.
[pot] (D) Entrer en combat contre un serviteur.
[pre] (D) Mordre à +1 en morsure."
101114,Manoir vivant,"Tant qu'elle est en jeu, cette carte d'équipement représente un lieu et ne compte pas comme équipement.
Ce vampire reçoit +1 en morsure. Il peut brûler cette carte avant l'étape de manœuvre pour arrêter le combat. Un vampire ne peut en avoir qu'un seul exemplaire."
101125,Perdu dans la foule,"[obf] +1 en discrétion. Perdu dans la foule et les cartes nommées /Volatilisé/ ne peuvent être joués durant la même action.
[OBF] Comme ci-dessus, mais pour +2 en discrétion."
101143,Magie du forgeron,"Action à +1 en discrétion.
[tha] Cherchez une carte d'équipement dans votre bibliothèque et équipez-en ce vampire (les prérequis et coûts s'appliquent normalement ; mélanger ensuite).
[THA] Comme ci-dessus, mais ceci est une action à +3 en discrétion."
101144,Majesté,"[pre] Frapper : fin de combat.
[PRE] Comme ci-dessus et redresser ce vampire avant la fin du combat."
101171,Place du marché,"Lieu unique.
Vous pouvez l'incliner pour donner +1 en interception à un Assamite que vous contrôlez."
101216,Arnaques mentales,"[dem] +1 en discrétion.
[DEM] Comme ci-dessus, avec 1 manœuvre ou poursuite optionnelle durant le combat résultant si ce vampire est bloqué."
101223,Traversée du miroir,"À ne pas remplacer jusqu'à votre phase de défausse.
[tha] +1 en discrétion.
[THA] Comme ci-dessus et si cette action est bloquée, inclinez le serviteur qui bloque et terminez l'action avant la résolution du blocage."
101225,Distraction,Inclinez n'importe quel serviteur.
101235,Cocktail Molotov,"Frapper à toute portée : mettre cette carte sur ce serviteur ; elle devient un équipement arme qui peut frapper à toute portée : 2 points de dégâts aggravés, non utilisable le round où elle est jouée. Brûlez-la après usage ou à la fin du combat."
101238,Monastère des ombres,"Lieu unique.
+1 en taille de main. Vous pouvez l'incliner pour donner +1 en discrétion à un vampire de capacité 8 ou plus."
101239,Semer la pagaille,"Requiert un Anarch. Seulement utilisable durant une action de morsure.
+X en morsure (limité). X doit être 1, 2 ou 3."
101249,M. Winthrop,"Mortel unique avec 1 point de vie.
Son employeur reçoit +1 en interception."
101254,Nuée de corbeaux,"Animal avec 1 point de vie.
[ani] Ce compagnon inflige 1 point de dégâts à toute portée au serviteur opposé durant chaque round de combat durant la résolution des frappes normales.
[ANI] Comme ci-dessus, mais ce compagnon a 2 points de vie."
101256,Murmure de la fausse volonté,"[dom] [ACTION MODIFIER] Seulement utilisable durant une action de morsure. +1 en morsure (limité).
[DOM] [REACTION] Seulement utilisable si un vampire plus jeune est en train de vous mordre, après avoir renoncé à bloquer. Inclinez ce vampire qui réagit. Redirigez la morsure vers un autre Mathusalem autre que le contrôleur du vampire qui agit (ce Mathusalem peut tenter de bloquer)."
101261,Mylan Horseed,"Changelin unique avec 1 point de vie. 0 en force, 1 en morsure.
Une fois par combat, Mylan peut frapper : esquiver. Il peut redresser un vampire disponible de capacité 8 ou plus qui n'est pas de la Camarilla en action à +1 en discrétion. Mylan ne peut pas bloquer les vampires."
101271,Indiscrétions des nouveaux-nés,"Choisissez un Mathusalem ou plus. Si le référendum passe, chaque Mathusalem choisi brûle 1 point de réserve, plus 3 points de réserve supplémentaires s'il contrôle un vampire disponible de capacité 4 ou moins."
101272,Nephandus,"Mage avec 2 points de vie. 0 en force, 1 en morsure.
Le Nephandus peut frapper à toute portée : 1 point de dégâts. Le Nephandus reçoit 1 poursuite optionnelle durant chaque combat. Le Nephandus peut brûler un vampire en torpeur pour gagner 1 point de vie en action (D). Chaque frappe ou effet de dégâts fait par le serviteur opposé en combat au Nephandus lui inflige 1 point de dégâts de moins."
101292,Sans laisser de traces,"[obf] Seulement utilisable à distance. Frapper : fin de combat.
[OBF] Frapper : fin de combat."
101309,Obéissance,"Seulement utilisable si ce vampire est sur le point d'entrer en combat contre un vampire plus jeune qui agit.
[dom] Redressez le vampire qui agit et terminez l'action. (N'inclinez pas ce vampire s'il est en train de bloquer.) Le vampire qui agit ne peut pas effectuer la même action ce tour-ci.
[DOM] Comme ci-dessus, mais ne redressez pas le vampire qui agit."
101321,Sur le qui-vive,"Seulement utilisable par un serviteur incliné. Un serviteur ne peut en jouer qu'un seul exemplaire entre chacune de ses phases de redressement.
Ce serviteur se réveille (il n'a pas besoin d'être redressé pour jouer des cartes de réaction et tenter de bloquer jusqu'à la fin de l'action). Si ce serviteur est un allié, il ne se redresse pas normalement durant sa prochaine phase de redressement."
101326,Fumerie d'opium,"Lieu unique.
Vous pouvez l'incliner pour donner +1 en discrétion à un Disciple de Seth que vous contrôlez."
102230,Résistance organisée,"Requiert un baron. Utilisable par un baron incliné.
Un Anarch que vous contrôlez reçoit +1 en interception. Utilisable également pour redresser un Anarch incliné que vous contrôlez ; cet Anarch tente de bloquer avec +1 en interception, même si de l'interception n'est pas encore nécessaire."
101334,Oubliettes,"[obt] Frapper : fin de combat.
[OBT] Comme ci-dessus et le serviteur opposé brûle 1 point de sang ou de vie après la fin du combat (même à distance)."
101346,Palla Grande,"Unique.
Mettez cette carte en jeu avec 3 compteurs. Les Toréadors antitribu reçoivent +1 en morsure. Durant votre phase de défausse, brûlez 1 compteur de cette carte. Brûlez cette carte si elle n'a plus de compteurs."
101350,Papillon,"Lieu unique. Terrain de chasse. Requiert un vampire disponible avec le titre d'une ville.
Durant votre phase de redressement, un vampire titré disponible que vous contrôlez peut gagner 2 points de sang. Un vampire ne peut gagner de points de sang que d'un seul terrain de chasse à chaque tour."
101353,Changement de parité,"Requiert un prince ou justicar.
Choisissez un Mathusalem qui a plus de points de réserve que vous et allouez 3 points de sa réserve entre 1 et plus parmi les autres Mathusalems (vous compris). Si le référendum passe, le Mathusalem choisi perd ces points de réserve et ceux-ci sont alloués comme choisi."
102231,Fin de soirée difficile,"Requiert un Anarch.
[obf] Réduisez de 2 une morsure contre vous.
[pre] Seulement utilisable durant l'étape de vote d'une action politique. Ce vampire reçoit +2 voix.
[pro] +1 en interception."
101384,Subversion de la Pentex(TM),"Unique.
Mettez cette carte sur un serviteur disponible. Ce serviteur ne peut pas bloquer. N'importe quel autre serviteur peut brûler cette carte en action (D)."
101387,Parangon de perfection,"[pre] Seulement utilisable durant l'étape de vote d'une action politique. Ce vampire reçoit +3 voix.
[PRE] Les alliés et les vampires plus jeunes reçoivent -1 en interception."
101388,Perfectionniste,"Archétype.
Mettez cette carte sur un vampire que vous contrôlez. Une fois par tour, ce vampire peut gagner 1 point de sang après avoir effectué une action réussie durant laquelle aucune carte de réaction n'a été jouée. Un vampire ne peut avoir qu'un seul archétype."
101390,Vacances permanentes,"Choisissez un allié disponible. Si le référendum passe, l'allié choisi est retiré de la partie."
102232,Carte de membre platinum,"Requiert un Anarch. Plus d'une Discipline peut être utilisée pour jouer cette carte. (D) Mordre.
[obf] Ceci est une action à +1 en discrétion.
[pre] La morsure est à +1 en morsure.
[pro] Mettre 1 compteur corruption sur un serviteur contrôlé par le Mathusalem ciblé si la morsure est réussie (pour 1 ou plus)."
101415,"Sphère politique, terrain de chasse","Lieu unique. Terrain de chasse.
Durant votre phase de redressement, un vampire disponible que vous contrôlez peut gagner 1 point de sang. Un vampire ne peut gagner de points de sang que d'un seul terrain de chasse à chaque tour."
101417,Mainmise politique,"Pas plus d'un seul exemplaire ne peut être joué ou appelé par partie.
Si le référendum passe, chaque Mathusalem gagne 3 points de réserve pour chaque vampire sous son contrôle de capacité 8 ou plus."
101430,Structure de pouvoir,"Unique.
Mettez cette carte en jeu. Vous pouvez l'incliner durant l'étape de vote d'une action politique pour donner +1 voix à chaque Lasombra que vous contrôlez."
101437,Siège du pouvoir : Madrid,"Lieu unique.
Si cette carte a 3 compteurs ou moins durant votre phase de redressement, vous pouvez lui ajouter 1 compteur. Vous pouvez l'incliner durant l'étape de vote de n'importe quel référendum pour donner +1 voix pour chaque compteur sur cette carte à un vampire du Sabbat titré. N'importe quel vampire contrôlé par un autre Mathusalem peut brûler tous les compteurs de cette carte en action (D)."
101439,Siège du pouvoir : Montréal,"Lieu unique.
Durant votre phase d'influence, vous pouvez ajouter 1 point de sang à un vampire dans votre région incontrôlée. N'importe quel vampire peut voler ce lieu en action (D)."
101475,Précognition,"[aus] +1 en interception.
[AUS] Comme ci-dessus et ce vampire peut prévenir 1 point de dégâts durant le premier round du combat résultant s'il bloque."
101483,Force surnaturelle,"Action à +2 en discrétion.
[pot] Mettez cette carte sur ce vampire. Ce vampire reçoit +1 en force. Il ne peut pas jouer /Panneau arraché/. Un vampire ne peut en avoir qu'un seul exemplaire.
[POT] Comme ci-dessus, mais ce vampire reçoit +2 en force."
101487,Contrat prioritaire,"Contrat unique. Triviale.
Choisissez un Assamite disponible que vous contrôlez et mettez cette carte sur un serviteur contrôlé par votre proie. L'Assamite choisi peut entrer en combat contre le serviteur attaché en action (D) à +1 en discrétion. Si le serviteur attaché est sur le point de quitter la région disponible, vous pouvez brûler cette carte pour gagner 3 points de réserve."
102214,District protégé,"Requiert un primogène. Seulement utilisable durant une action de morsure contre vous ou durant l'étape de vote d'une action politique.
Réduisez la valeur de morsure de 3 ou ce vampire gagne +3 voix contre le référendum."
101501,Racket de protection,"Requiert un Anarch.
+1 en interception, avec +1 en interception supplémentaire si le vampire qui agit est titré."
101523,Course-poursuite,"[cel] Manœuvrer.
[CEL] Frappe additionnelle (limité)."
101532,Rapidité,"Un vampire ne peut en jouer qu'un seul exemplaire par round.
[cel] Frappe additionnelle (limité).
[CEL] Frappe additionnelle qui ne compte pas dans la limite."
101536,Le râtelier,"Lieu unique.
Lorsque cette carte est jouée ou quand son contrôleur change, son contrôleur choisit un vampire disponible sous son contrôle. Durant la phase de redressement du contrôleur de cette carte, le vampire choisi peut gagner 2 points de sang. Un vampire contrôlé par un autre Mathusalem peut voler ce lieu en action (D)."
101542,Changement rapide,"[pro] [ACTION MODIFIER] +1 en discrétion.
[PRO] [COMBAT] Frapper : fin de combat."
101550,Corbeau espion,"Animal avec 1 point de vie.
[ani] Son employeur reçoit +1 en interception.
[ANI] Comme ci-dessus, mais le Corbeau espion a 2 points de vie."
101559,Lire les vents,"À ne remplacer qu'après cette action.
[ani][aus] +1 en interception. Ce vampire ne s'incline pas pour ce blocage.
[ANI][AUS] Seulement utilisable par un vampire incliné. Ce vampire se redresse et tente de bloquer avec +1 en interception, même si de l'interception n'est pas encore nécessaire."
101564,Rebelle,"Archétype. Triviale.
Mettez cette carte sur un vampire que vous contrôlez. Une fois par tour, s'il bloque un vampire titré ou une action politique, ce vampire gagne 1 point de sang avant la résolution du blocage. Un vampire ne peut avoir qu'un seul archétype."
101588,Rego motum,"Un vampire ne peut en jouer qu'un seul exemplaire par round.
[tha] Prévenir 2 points de dégâts de la frappe du serviteur opposé.
[THA] Prévenir 4 points de dégâts de la frappe du serviteur opposé."
101591,Rênes du pouvoir,"Pas plus d'un seul exemplaire ne peut être joué ou appelé par partie.
Si le référendum passe, chaque Mathusalem peut choisir un vampire disponible sous son contrôle. Chaque Mathusalem gagne 6 points de réserve, puis brûle autant de points de réserve que la capacité du vampire choisi par son prédateur."
101610,Défier la gravité,"[cel] [COMBAT] Poursuivre, ou manœuvrer avec 1 poursuite optionnelle.
[CEL] [ACTION MODIFIER] +1 en discrétion."
102233,Révélation du serpent,"Seulement utilisable durant une action de morsure.
[pre][pro] +1 en morsure (limité), ou +1 en discrétion et +1 en morsure (limité).
[PRE][PRO] Comme ci-dessus et si la morsure est réussie, ce vampire peut brûler 2 de vos compteurs corruption d'un serviteur contrôlé par le Mathusalem ciblé pour se redresser."
101627,Révélations,"Action à +1 en discrétion.
[aus] (D) Regardez la main de votre proie et défaussez-en une carte de votre choix.
[AUS] Mettez cette carte en jeu. Votre proie joue avec sa main révélée. N'importe quel serviteur peut brûler cette carte en action (D)."
101632,Réensauvagement,(D) Brûler un lieu et brûler 2 points de réserve de son contrôleur.
101649,Encaisser les coups,"[for] Prévenir 1 point de dégâts.
[FOR] Brûler 1 point de sang pour prévenir tous les dégâts des frappes du serviteur opposé ce round-ci."
102215,Crochet,"[pot] Frapper : frappe à mains nues à +2 points de dégâts.
[POT] Frapper : frappe à mains nues à +3 points de dégâts."
101664,Main de Rutor,"Action à +1 en discrétion.
[tha] Mettre cette carte sur ce vampire et ce vampire subit 1 point de dégâts aggravés environnementaux qui ne peuvent être prévenus. À partir de votre prochain tour, ce vampire peut se redresser durant votre phase de serviteur. Un vampire ne peut en avoir qu'un seul exemplaire.
[THA] Comme ci-dessus et ce vampire peut brûler 3 points de sang pour être immunisé à ces dégâts aggravés."
101681,Le fragment de Sargon,"Unique.
Ce vampire reçoit le niveau supérieur de Nécromancie [NEC]. Ce vampire peut déplacer une carte de bibliothèque de votre tas de cendres vers votre main en action qui coûte 1 point de sang (ajuster la main)."
101686,Langue acérée,"Seulement utilisable durant l'étape de vote d'une action politique.
[cel][pre] Choisissez un vampire qui a exprimé des voix ou bulletins durant ce référendum. Le vampire choisi est incliné et s'abstient (ceci annule les voix et bulletins du vampire choisi).
[CEL][PRE] Comme ci-dessus et le vampire choisi brûle 1 point de sang."
101692,Mépris d'Adonis,"Seulement utilisable durant l'étape de vote d'une action politique.
Tout Mathusalem exprimant (ou ayant un vampire exprimant) des voix ou bulletins contre le référendum brûle 1 point de réserve après dépouillement."
101706,Deuxième Tradition : le Domaine,"Requiert un prince ou justicar.
+2 en interception. Utilisable également par un prince ou justicar incliné, même si de l'interception n'est pas encore nécessaire, pour brûler 1 point de sang pour se redresser et tenter de bloquer avec +2 en interception."
101712,Séduction,"Seulement utilisable lors de l'annonce de l'action.
[dom] Choisissez un vampire plus jeune. Le vampire choisi ne peut pas bloquer cette action.
[DOM] Comme ci-dessus, mais choisissez n'importe quel vampire."
101735,Corps d'ombre,"[obt] Frapper : fin de combat.
[OBT] Comme ci-dessus et si ce vampire a été bloqué en effectuant une action ni politique ni de morsure, l'action continue comme si elle n'avait pas été bloquée."
101743,Jeu d'ombres,"[obt] +1 en discrétion.
[OBT] +2 en discrétion."
101772,Démonstration de force,"[pot][pre] (D) Mordre à +1 en morsure. Si cette action est bloquée, avant l'étape de manœuvre durant le premier round du combat résultant, ce vampire peut gagner +1 en force ce combat.
[POT][PRE] Comme ci-dessus, mais à +2 en morsure et ce vampire peut gagner +2 en force."
101774,Linceul d'absence,"[dom][obt] +1 en discrétion.
[DOM][OBT] Comme ci-dessus et ce vampire peut frapper : fin de combat durant le premier round du combat résultant s'il est bloqué."
101775,Voile de nuit,"[obt] +1 en discrétion, non utilisable durant une action de morsure.
[OBT] +1 en discrétion."
101781,Le sceau du roi Saül,"Unique.
Les vampires de capacité 8 ou plus ne peuvent pas bloquer son possesseur."
101798,Plaquage,"[pot] Frapper : frappe à mains nues à +2 points de dégâts.
[POT] Comme ci-dessus, avec 1 manœuvre optionnelle, seulement utilisable pour aller au contact."
101808,"Bidonville, terrain de chasse","Lieu unique. Terrain de chasse.
Durant votre phase de redressement, un vampire disponible que vous contrôlez peut gagner 1 point de sang. Un vampire ne peut gagner de points de sang que d'un seul terrain de chasse à chaque tour."
101811,"Smiling Jack, l'Anarch","Unique.
Mettez cette carte en jeu. Durant votre phase de redressement, déplacez 1 compteur de votre réserve vers cette carte. Durant la phase de redressement de chaque autre Mathusalem, pour chaque compteur sur cette carte, ce Mathusalem brûle 1 point de réserve ou brûle 1 point de sang d'un vampire sous son contrôle. N'importe quel vampire peut brûler cette carte en action (D)."
101817,Absorber,"Un vampire ne peut en jouer qu'un seul exemplaire par round.
[for] Prévenir 2 points de dégâts non aggravés.
[FOR] Prévenir 4 points de dégâts non aggravés."
101821,"Haute société, terrain de chasse","Lieu unique. Terrain de chasse.
Durant votre phase de redressement, un vampire disponible que vous contrôlez peut gagner 1 point de sang. Un vampire ne peut gagner de points de sang que d'un seul terrain de chasse à chaque tour."
101829,Brûlure de l'âme,"[tha] Frapper à toute portée : 1 point de dégâts. Ces dégâts ne peuvent pas être prévenus par les cartes qui requièrent Force d'âme [for]. Les frappes avec des armes du vampire opposé n'infligent pas de dégâts ce round-ci.
[THA] Comme ci-dessus, mais pour 2 points de dégâts à toute portée."
101850,Psychométrie,"[aus] +1 en interception.
[AUS] Comme ci-dessus, avec 1 manœuvre optionnelle durant le combat résultant si ce vampire bloque."
101856,Moto de sport,"Véhicule.
Son possesseur reçoit +1 en interception. Un serviteur ne peut avoir qu'un seul véhicule."
101857,Mission d'espionnage,"[obf] +1 en discrétion.
[OBF] Seulement utilisable si une morsure devait être réussie. À la place, la morsure ne brûle pas de points de réserve, n'est pas réussie et cette carte est mise sur ce vampire. La prochaine fois que ce vampire est sur le point de mordre avec succès le même Mathusalem, brûlez cette carte et ce vampire reçoit +2 en morsure."
101896,Revers soudain,"Hors-tour.
Annulez une carte de maître lorsqu'elle est jouée par un autre Mathusalem et son coût n'est pas à payer."
101913,Englouti par la nuit,"[obf] [ACTION MODIFIER] +1 en discrétion.
[OBF] [COMBAT] Manœuvrer."
101931,La tronçonneuse de Talbot,"Arme unique.
Frapper : 3 points de dégâts. Si son possesseur est disponible durant votre phase de redressement, cette arme inflige 3 points de dégâts qui ne peuvent être prévenus à un serviteur disponible que vous contrôlez. Son possesseur ne peut pas chasser. Son possesseur peut entrer en combat contre un serviteur en action (D) à +1 en discrétion. Son possesseur reçoit 1 poursuite (obligatoire), seulement utilisable pour continuer le combat durant le premier round et peut prévenir 1 point de dégâts durant chaque combat."
101942,Cibler les points vitaux,"Visée. Seulement utilisable lorsque ce serviteur choisit sa frappe. Un serviteur ne peut jouer qu'une seule visée par frappe.
Si au moins 1 point de dégâts de cette frappe est infligé avec succès au serviteur opposé, il subit +2 points de dégâts de cette frappe et ne peut pas poursuivre ce round-ci. Il peut défausser deux cartes de combat pour annuler cette carte lorsqu'elle est jouée."
101945,Gorgée de vitæ,"Seulement utilisable à la fin d'un round de combat. Non utilisable par un vampire en train d'être brûlé ou d'aller en torpeur. Un vampire ne peut en jouer qu'un seul exemplaire par round.
Ce vampire gagne autant de points de sang que de points de sang perdus par le vampire opposé à cause de dégâts ce round-ci."
101949,Distraction télépathique,"[aus] +1 en interception.
[AUS] Seulement utilisable si un serviteur est en train de vous mordre, après avoir renoncé à bloquer. Inclinez ce vampire qui réagit. Redirigez la morsure vers un autre Mathusalem autre que le contrôleur du serviteur qui agit (ce Mathusalem peut tenter de bloquer)."
101950,Pistage télépathique,"[aus] Poursuivre, seulement utilisable pour continuer le combat. Si un autre round de combat a lieu, ce vampire reçoit 1 manœuvre optionnelle ce round-là.
[AUS] Seulement utilisable si les deux combattants sont toujours disponibles et que le combat doit prendre fin. À la place, démarrez un nouveau round."
101953,"Temple, terrain de chasse","Lieu unique. Terrain de chasse.
Durant votre phase de redressement, un vampire disponible que vous contrôlez peut gagner 1 point de sang. Un vampire ne peut gagner de points de sang que d'un seul terrain de chasse à chaque tour."
101957,Forme ténébreuse,"[obt] +1 en discrétion.
[OBT] Comme ci-dessus et les serviteurs sans Obténébration [obt] doivent brûler 1 point de sang pour tenter de bloquer (les alliés ne peuvent pas brûler de points de sang)."
101958,Tension dans les rangs,"Unique.
Mettez cette carte en jeu. Tout Mathusalem brûle 1 point de réserve après qu'un serviteur disponible sous son contrôle est brûlé ou envoyé en torpeur. N'importe quel Mathusalem peut utiliser une action de phase de maître et défausser deux cartes de maître pour brûler cette carte."
101963,Thadius Zho,"Mage unique avec 2 points de vie. 0 en force, 2 en morsure.
Thadius Zho peut frapper à toute portée : 2 points de dégâts. Il reçoit 1 manœuvre optionnelle durant chaque combat. Il peut brûler 1 point de sang de n'importe quel vampire en action (D) à +1 en discrétion."
101966,Vol de vitæ,"[tha] Frapper à toute portée : voler 1 point de sang ou de vie (convertie en sang).
[THA] Frapper à toute portée : voler 2 points de sang ou de vie (convertie en sang)."
101972,Thing,"Action à +1 en discrétion.
Ajoutez 2 points de sang à un Gangrel dans votre région incontrôlée."
101989,Grand bal Toréador,"Choisissez deux Toréadors disponibles que vous contrôlez, mettez cette carte en jeu et inclinez un des deux. Le Toréador incliné ne se redresse pas normalement. Les actions qui ne sont pas des morsures de l'autre Toréador ne peuvent pas être bloquées. N'importe quel serviteur peut brûler cette carte en action (D) ; les Nosferatus reçoivent -1 en discrétion durant cette action."
101990,Justicar Toréador,"Titre.
Choisissez un Toréador disponible. Si le référendum passe, cette carte est mise sur le Toréador choisi pour représenter le titre unique de la Camarilla de Justicar Toréador. Durant ce référendum, chaque Toréador disponible reçoit +1 voix."
101993,Panneau arraché,"Seulement utilisable avant l'étape de manœuvre.
[pot] Ce vampire reçoit une force de 2 ce combat.
[POT] Ce vampire reçoit une force de 3 ce combat."
102012,Piège,"Seulement utilisable avant l'étape de manœuvre durant le premier round de combat.
Mettez cette carte en jeu avec 3 compteurs. Chaque fois qu'une carte est jouée durant ce combat, réinitialisez le nombre de compteurs sur cette carte à 3. Durant l'étape de poursuite de chaque round de ce combat, ce Piège brûle automatiquement 1 compteur sur lui pour fournir 1 poursuite pour continuer le combat (l'un ou l'autre des combattants peut poursuivre pour arrêter le combat). Brûlez cette carte à la fin du combat."
102041,Visage de l'amour véritable,"[obf][pre] Seulement utilisable durant une action de morsure. +1 en morsure (limité).
[OBF][PRE] Seulement utilisable si un serviteur tente de bloquer. Cette tentative échoue et le serviteur qui bloque ne peut pas tenter de bloquer cette action à nouveau. Le contrôleur du serviteur qui bloque peut brûler 1 point de réserve pour annuler cette carte lorsqu'elle est jouée."
102063,État de siège,"Action à +1 en discrétion. Requiert un vampire du Sabbat titré. Unique.
Mettez cette carte en jeu avec 3 compteurs. Une fois par action, un vampire du Sabbat que vous contrôlez peut brûler 1 compteur de cette carte pour se redresser et tenter de bloquer avec +1 en interception, même si de l'interception n'est pas encore nécessaire. Brûlez cette carte si elle n'a plus de compteurs."
102065,Chien errant,"Animal avec 1 point de vie. 0 en force, 0 en morsure.
[ani] Cet allié peut brûler 1 point de vie pour donner 1 poursuite à un serviteur que vous contrôlez. Durant une action dirigée contre vous (ou une carte que vous contrôlez), vous pouvez brûler cet allié s'il n'est pas en train de bloquer pour redresser un serviteur disponible que vous contrôlez.
[ANI] Comme ci-dessus, mais cet allié a 2 points de vie et 1 en force."
102066,"Pègre, terrain de chasse","Lieu unique. Terrain de chasse.
Durant votre phase de redressement, un vampire disponible que vous contrôlez peut gagner 1 point de sang. Un vampire ne peut gagner de points de sang que d'un seul terrain de chasse à chaque tour."
102071,Persistance stoïque,"[for] Prévenir 1 point de dégâts.
[FOR] Manœuvrer et ce vampire peut prévenir 1 point de dégâts plus tard durant ce round."
102075,"Université, terrain de chasse","Lieu unique. Terrain de chasse.
Durant votre phase de redressement, un vampire disponible que vous contrôlez peut gagner 1 point de sang. Un vampire ne peut gagner de points de sang que d'un seul terrain de chasse à chaque tour."
